accession,Strain,lineage,passed
GCA_000653195.1_Myco_tube_TKK_05MA_0044_V1,TKK_05MA_0044,LIN-4,TRUE
GCA_000653215.1_Myco_tube_TKK_05MA_0046_V1,TKK_05MA_0046,LIN-2,TRUE
GCA_000653235.1_Myco_tube_TKK_05MA_0048_V1,TKK_05MA_0048,LIN-4,TRUE
GCA_000658615.1_Myco_tube_TKK_05MA_0051_V1,TKK_05MA_0051,LIN-4,TRUE
GCA_000653255.1_Myco_tube_TKK_05MA_0052_V1,TKK_05MA_0052,LIN-2,TRUE
GCA_000705745.1_Myco_tube_TKK_05MA_0055_V1,TKK_05MA_0055,LIN-4,TRUE
GCA_000653275.1_Myco_tube_TKK_05MA_0056_V1,TKK_05MA_0056,LIN-4,TRUE
GCA_000653295.1_Myco_tube_TKK_05MA_0058_V1,TKK_05MA_0058,LIN-4,TRUE
GCF_000653315.1_Myco_tube_TKK_05MA_2005_V1,TKK_05MA_2005,LIN-4,TRUE
GCF_000653335.1_Myco_tube_TKK_05MA_2008_V1,TKK_05MA_2008,LIN-4,TRUE
GCA_000653355.1_Myco_tube_TKK_05MA_2015_V1,TKK_05MA_2015,LIN-4,TRUE
GCA_000653375.1_Myco_tube_TKK_05SA_0010_V1,TKK_05SA_0010,LIN-4,TRUE
GCA_000658635.1_Myco_tube_TKK_05SA_0011_V1,TKK_05SA_0011,LIN-4,TRUE
GCA_000653395.1_Myco_tube_TKK_05SA_0012_V1,TKK_05SA_0012,LIN-4,TRUE
GCA_000653415.1_Myco_tube_TKK_05SA_0014_V1,TKK_05SA_0014,LIN-4,TRUE
GCA_000653435.1_Myco_tube_TKK_05SA_0016_V1,TKK_05SA_0016,LIN-4,TRUE
GCA_000653455.1_Myco_tube_TKK_05SA_0017_V1,TKK_05SA_0017,LIN-2,TRUE
GCA_000653475.1_Myco_tube_TKK_05SA_0018_V1,TKK_05SA_0018,LIN-4,TRUE
GCA_000653495.1_Myco_tube_TKK_05SA_0019_V1,TKK_05SA_0019,LIN-2,TRUE
GCA_000658655.1_Myco_tube_TKK_05SA_0020_V1,TKK_05SA_0020,LIN-4,TRUE
GCA_000653515.1_Myco_tube_TKK_05SA_0021_V1,TKK_05SA_0021,LIN-4,TRUE
GCA_000653535.1_Myco_tube_TKK_05SA_0023_V1,TKK_05SA_0023,LIN-2,TRUE
GCA_000705725.1_Myco_tube_TKK_05SA_0024_V1,TKK_05SA_0024,LIN-4,TRUE
GCA_000653555.1_Myco_tube_TKK_05SA_0025_V1,TKK_05SA_0025,LIN-4,TRUE
GCA_000658675.1_Myco_tube_TKK_05SA_0026_V1,TKK_05SA_0026,LIN-4,TRUE
GCA_000653575.1_Myco_tube_TKK_05SA_0031_V1,TKK_05SA_0031,LIN-2,TRUE
GCA_000653595.1_Myco_tube_TKK_05SA_0036_V1,TKK_05SA_0036,LIN-4,TRUE
GCA_000653615.1_Myco_tube_TKK_05SA_0041_V1,TKK_05SA_0041,LIN-4,TRUE
GCA_000653635.1_Myco_tube_TKK_05SA_0042_V1,TKK_05SA_0042,LIN-4,TRUE
GCF_000653655.1_Myco_tube_TKK_05SA_0043_V1,TKK_05SA_0043,LIN-4,TRUE
GCA_000653675.1_Myco_tube_TKK_05SA_0044_V1,TKK_05SA_0044,LIN-4,TRUE
GCA_000653695.1_Myco_tube_TKK_05SA_0046_V1,TKK_05SA_0046,LIN-2,TRUE
GCA_000653715.1_Myco_tube_TKK_05SA_0047_V1,TKK_05SA_0047,LIN-2,TRUE
GCA_000653735.1_Myco_tube_TKK_05SA_0048_V1,TKK_05SA_0048,LIN-4,TRUE
GCA_000653755.1_Myco_tube_TKK_05SA_0050_V1,TKK_05SA_0050,LIN-3,TRUE
GCA_000653775.1_Myco_tube_TKK_05SA_0052_V1,TKK_05SA_0052,LIN-2,TRUE
GCA_000653795.1_Myco_tube_TKK_05SA_0054_V1,TKK_05SA_0054,LIN-4,TRUE
GCA_000653815.1_Myco_tube_TKK_05SA_0055_V1,TKK_05SA_0055,LIN-4,TRUE
GCA_000653835.1_Myco_tube_TKK_05SA_0058_V1,TKK_05SA_0058,LIN-4,TRUE
GCF_000660245.1_Myco_tube_TKK-01-0001_V1,TKK-01-0001,LIN-4,TRUE
GCA_000660265.1_Myco_tube_TKK-01-0002_V1,TKK-01-0002,LIN-2,TRUE
GCA_000660285.1_Myco_tube_TKK-01-0003_V1,TKK-01-0003,LIN-2,TRUE
GCF_000660305.1_Myco_tube_TKK-01-0004_V1,TKK-01-0004,LIN-4,TRUE
GCF_000660325.1_Myco_tube_TKK-01-0005_V1,TKK-01-0005,LIN-2,TRUE
GCF_000660345.1_Myco_tube_TKK-01-0006_V1,TKK-01-0006,LIN-4,TRUE
GCF_000660365.1_Myco_tube_TKK-01-0007_V1,TKK-01-0007,LIN-4,TRUE
GCA_000659025.1_Myco_tube_TKK-01-0008_V3,TKK-01-0008,LIN-2,TRUE
GCA_000660385.1_Myco_tube_TKK-01-0009_V1,TKK-01-0009,LIN-4,TRUE
GCA_000660405.1_Myco_tube_TKK-01-0010_V1,TKK-01-0010,LIN-4,TRUE
GCA_000660425.1_Myco_tube_TKK-01-0011_V1,TKK-01-0011,LIN-4,TRUE
GCF_000660445.1_Myco_tube_TKK-01-0012_V1,TKK-01-0012,LIN-4,TRUE
GCA_000660465.1_Myco_tube_TKK-01-0013_V1,TKK-01-0013,LIN-2,TRUE
GCA_000660485.1_Myco_tube_TKK-01-0014_V1,TKK-01-0014,LIN-4,TRUE
GCA_000660505.1_Myco_tube_TKK-01-0015_V1,TKK-01-0015,LIN-4,TRUE
GCA_000660525.1_Myco_tube_TKK-01-0016_V1,TKK-01-0016,LIN-4,TRUE
GCF_000659045.1_Myco_tube_TKK-01-0017_V3,TKK-01-0017,LIN-4,TRUE
GCA_000660545.1_Myco_tube_TKK-01-0018_V1,TKK-01-0018,LIN-3,TRUE
GCF_000660565.1_Myco_tube_TKK-01-0019_V1,TKK-01-0019,LIN-4,TRUE
GCA_000706545.1_Myco_tube_TKK-01-0020_V3,TKK-01-0020,LIN-4,TRUE
GCA_000659065.1_Myco_tube_TKK-01-0021_V3,TKK-01-0021,LIN-2,TRUE
GCF_000660585.1_Myco_tube_TKK-01-0022_V1,TKK-01-0022,LIN-4,TRUE
GCA_000659085.1_Myco_tube_TKK-01-0023_V3,TKK-01-0023,LIN-2,TRUE
GCA_000660605.1_Myco_tube_TKK-01-0024_V1,TKK-01-0024,LIN-2,TRUE
GCF_000660625.1_Myco_tube_TKK-01-0025_V1,TKK-01-0025,LIN-4,TRUE
GCF_000659105.1_Myco_tube_TKK-01-0026_V3,TKK-01-0026,LIN-4,TRUE
GCA_000660645.1_Myco_tube_TKK-01-0027_V1,TKK-01-0027,LIN-2,TRUE
GCA_000660665.1_Myco_tube_TKK-01-0028_V1,TKK-01-0028,LIN-4,TRUE
GCA_000660685.1_Myco_tube_TKK-01-0029_V1,TKK-01-0029,LIN-4,TRUE
GCA_000660705.1_Myco_tube_TKK-01-0030_V1,TKK-01-0030,LIN-4,TRUE
GCF_000660725.1_Myco_tube_TKK-01-0031_V1,TKK-01-0031,LIN-4,TRUE
GCF_000659125.1_Myco_tube_TKK-01-0032_V3,TKK-01-0032,LIN-4,TRUE
GCF_000660745.1_Myco_tube_TKK-01-0033_V1,TKK-01-0033,LIN-4,TRUE
GCF_000660765.1_Myco_tube_TKK-01-0034_V1,TKK-01-0034,LIN-4,TRUE
GCF_000660785.1_Myco_tube_TKK-01-0035_V1,TKK-01-0035,LIN-4,TRUE
GCF_000657835.1_Myco_tube_TKK-01-0036_V1,TKK-01-0036,LIN-4,TRUE
GCF_000660805.1_Myco_tube_TKK-01-0037_V1,TKK-01-0037,LIN-4,TRUE
GCA_000660825.1_Myco_tube_TKK-01-0038_V1,TKK-01-0038,LIN-4,TRUE
GCA_000660845.1_Myco_tube_TKK-01-0039_V1,TKK-01-0039,LIN-2,TRUE
GCF_000660865.1_Myco_tube_TKK-01-0040_V1,TKK-01-0040,LIN-4,TRUE
GCF_000660885.1_Myco_tube_TKK-01-0041_V1,TKK-01-0041,LIN-4,TRUE
GCA_000660905.1_Myco_tube_TKK-01-0042_V1,TKK-01-0042,LIN-4,TRUE
GCF_000660925.1_Myco_tube_TKK-01-0043_V1,TKK-01-0043,LIN-2,TRUE
GCA_000660945.1_Myco_tube_TKK-01-0044_V1,TKK-01-0044,LIN-4,TRUE
GCF_000660965.1_Myco_tube_TKK-01-0045_V1,TKK-01-0045,LIN-4,TRUE
GCA_000660985.1_Myco_tube_TKK-01-0046_V1,TKK-01-0046,LIN-2,TRUE
GCA_000661005.1_Myco_tube_TKK-01-0047_V1,TKK-01-0047,LIN-2,TRUE
GCF_000661025.1_Myco_tube_TKK-01-0048_V1,TKK-01-0048,LIN-4,TRUE
GCA_000661045.1_Myco_tube_TKK-01-0049_V1,TKK-01-0049,LIN-4,TRUE
GCA_000661065.1_Myco_tube_TKK-01-0050_V1,TKK-01-0050,LIN-4,TRUE
GCF_000661105.1_Myco_tube_TKK-01-0052_V1,TKK-01-0052,LIN-4,TRUE
GCA_000661125.1_Myco_tube_TKK-01-0053_V1,TKK-01-0053,LIN-4,TRUE
GCF_000661145.1_Myco_tube_TKK-01-0054_V1,TKK-01-0054,LIN-4,TRUE
GCA_000661165.1_Myco_tube_TKK-01-0055_V1,TKK-01-0055,LIN-2,TRUE
GCA_000661185.1_Myco_tube_TKK-01-0056_V1,TKK-01-0056,LIN-2,TRUE
GCA_000661205.1_Myco_tube_TKK-01-0057_V1,TKK-01-0057,LIN-4,TRUE
GCF_000661225.1_Myco_tube_TKK-01-0058_V1,TKK-01-0058,LIN-4,TRUE
GCA_000709305.1_Myco_sp_TKK-01-0059_V2,TKK-01-0059,NONE,FALSE
GCF_000661245.1_Myco_tube_TKK-01-0060_V1,TKK-01-0060,LIN-4,TRUE
GCF_000661265.1_Myco_tube_TKK-01-0061_V1,TKK-01-0061,LIN-4,TRUE
GCF_000661285.1_Myco_tube_TKK-01-0062_V1,TKK-01-0062,LIN-2,TRUE
GCF_000661305.1_Myco_tube_TKK-01-0063_V1,TKK-01-0063,LIN-4,TRUE
GCA_000661325.1_Myco_tube_TKK-01-0064_V1,TKK-01-0064,LIN-4,TRUE
GCA_000661345.1_Myco_tube_TKK-01-0065_V1,TKK-01-0065,LIN-2,TRUE
GCA_000661365.1_Myco_tube_TKK-01-0066_V1,TKK-01-0066,LIN-4,TRUE
GCA_000661385.1_Myco_tube_TKK-01-0067_V1,TKK-01-0067,LIN-2,TRUE
GCF_000661405.1_Myco_tube_TKK-01-0068_V1,TKK-01-0068,LIN-4,TRUE
GCF_000659145.1_Myco_tube_TKK-01-0069_V3,TKK-01-0069,LIN-4,TRUE
GCA_000661425.1_Myco_tube_TKK-01-0070_V1,TKK-01-0070,LIN-1,TRUE
GCF_000661445.1_Myco_tube_TKK-01-0071_V1,TKK-01-0071,LIN-4,TRUE
GCF_000659165.1_Myco_tube_TKK-01-0072_V3,TKK-01-0072,LIN-4,TRUE
GCF_000661465.1_Myco_tube_TKK-01-0073_V1,TKK-01-0073,LIN-4,TRUE
GCF_000661485.1_Myco_tube_TKK-01-0074_V1,TKK-01-0074,LIN-4,TRUE
GCF_000661505.1_Myco_tube_TKK-01-0075_V1,TKK-01-0075,LIN-4,TRUE
GCF_000661525.1_Myco_tube_TKK-01-0076_V1,TKK-01-0076,LIN-4,TRUE
GCF_000662355.1_Myco_tube_TKK-01-0077_V1,TKK-01-0077,LIN-4,TRUE
GCF_000661555.1_Myco_tube_TKK-01-0078_V1,TKK-01-0078,LIN-2,TRUE
GCA_000661575.1_Myco_tube_TKK-01-0079_V1,TKK-01-0079,LIN-2,TRUE
GCA_000659185.1_Myco_tube_TKK-01-0080_V3,TKK-01-0080,LIN-1,TRUE
GCF_000661595.1_Myco_tube_TKK-01-0081_V1,TKK-01-0081,LIN-4,TRUE
GCF_000661615.1_Myco_tube_TKK-01-0082_V1,TKK-01-0082,LIN-2,TRUE
GCF_000661635.1_Myco_tube_TKK-01-0083_V1,TKK-01-0083,LIN-4,TRUE
GCA_000661655.1_Myco_tube_TKK-01-0084_V1,TKK-01-0084,LIN-4,TRUE
GCF_000661675.1_Myco_tube_TKK-01-0085_V1,TKK-01-0085,LIN-4,TRUE
GCA_000661695.1_Myco_tube_TKK-01-0086_V1,TKK-01-0086,LIN-4,TRUE
GCF_000661715.1_Myco_tube_TKK-01-0087_V1,TKK-01-0087,LIN-4,TRUE
GCA_000661735.1_Myco_tube_TKK-01-0088_V1,TKK-01-0088,LIN-2,TRUE
GCF_000661755.1_Myco_tube_TKK-01-0089_V1,TKK-01-0089,LIN-4,TRUE
GCA_000661775.1_Myco_tube_TKK-01-0090_V1,TKK-01-0090,LIN-4,TRUE
GCF_000661795.1_Myco_tube_TKK-01-0091_V1,TKK-01-0091,LIN-4,TRUE
GCF_000661815.1_Myco_tube_TKK-01-0092_V1,TKK-01-0092,LIN-2,TRUE
GCA_000661835.1_Myco_tube_TKK-01-0093_V1,TKK-01-0093,LIN-2,TRUE
GCA_000661855.1_Myco_tube_TKK-01-0094_V1,TKK-01-0094,LIN-2,TRUE
GCA_000010685.1_ASM1068v1,Tokyo172,LIN-B,TRUE
GCA_001580385.1_ASM158038v1,Tokyo172substr.TRCS,LIN-B,TRUE
GCF_001997695.1_ASM199769v1,TRS1,LIN-4,TRUE
GCF_002000925.1_ASM200092v1,TRS10,LIN-4,TRUE
GCF_001998585.1_ASM199858v1,TRS11,LIN-2,TRUE
GCF_001998175.1_ASM199817v1,TRS12,LIN-4,TRUE
GCF_001997885.1_ASM199788v1,TRS13,LIN-4,TRUE
GCF_001998145.1_ASM199814v1,TRS14,LIN-4,TRUE
GCF_001998225.1_ASM199822v1,TRS15,LIN-4,TRUE
GCF_001997725.1_ASM199772v1,TRS16,LIN-4,TRUE
GCF_001997775.1_ASM199777v1,TRS17,LIN-4,TRUE
GCF_001998265.1_ASM199826v1,TRS18,LIN-4,TRUE
GCF_001997975.1_ASM199797v1,TRS19,LIN-4,TRUE
GCF_001998365.1_ASM199836v1,TRS2,LIN-4,TRUE
GCF_001997805.1_ASM199780v1,TRS20,LIN-4,TRUE
GCF_001997935.1_ASM199793v1,TRS21,LIN-4,TRUE
GCF_002000965.1_ASM200096v1,TRS22,LIN-2,TRUE
GCF_001998105.1_ASM199810v1,TRS23,LIN-4,TRUE
GCF_001998705.1_ASM199870v1,TRS24,LIN-4,TRUE
GCF_002000905.1_ASM200090v1,TRS25,LIN-4,TRUE
GCF_001998735.1_ASM199873v1,TRS26,LIN-4,TRUE
GCF_001998645.1_ASM199864v1,TRS27,LIN-2,TRUE
GCF_001998485.1_ASM199848v1,TRS28,LIN-4,TRUE
GCF_002000945.1_ASM200094v1,TRS29,LIN-4,TRUE
GCF_001998455.1_ASM199845v1,TRS4,LIN-4,TRUE
GCF_001998075.1_ASM199807v1,TRS5,LIN-4,TRUE
GCF_001998425.1_ASM199842v1,TRS6,LIN-4,TRUE
GCF_001998025.1_ASM199802v1,TRS7,LIN-4,TRUE
GCF_001998545.1_ASM199854v1,TRS8,LIN-4,TRUE
GCF_001997425.1_ASM199742v1,TRS9,LIN-4,TRUE
GCA_001378955.1_7156_6_41,type-strain:-0016,LIN-4,TRUE
GCA_001379695.1_7755_2_1,type-strain:-0039,LIN-2,TRUE
GCA_001391295.1_8987_4_34,type-strain:-0085,LIN-2,TRUE
GCA_001383875.1_7755_2_11,type-strain:-0131,LIN-4,TRUE
GCA_001375815.1_6972_6_48,type-strain:-0154,LIN-4,TRUE
GCA_001376035.1_6954_1_53,type-strain:-0177,LIN-2,TRUE
GCA_001322845.1_7755_2_22,type-strain:-0200,LIN-4,TRUE
GCA_001384175.1_7755_2_33,type-strain:-0269,LIN-4,TRUE
GCA_001391115.1_8987_4_35,type-strain:-0292,LIN-2,TRUE
GCA_001389095.1_8987_4_67,type-strain:-0338,LIN-2,TRUE
GCA_001321685.1_6972_6_21,type-strain:-0384,LIN-2,TRUE
GCA_001376415.1_6972_6_7,type-strain:-0430,LIN-4,TRUE
GCA_001391015.1_8987_4_29,type-strain:-0522,LIN-2,TRUE
GCA_001325545.1_8987_4_61,type-strain:-0545,LIN-4,TRUE
GCA_001323085.1_7755_3_93,type-strain:-0591,LIN-2,TRUE
GCA_001376475.1_6954_1_71,type-strain:-0637,LIN-2,TRUE
GCA_001390955.1_8987_4_31,type-strain:-0660,LIN-4,TRUE
GCA_001383435.1_7755_4_29,type-strain:-0752,LIN-4,TRUE
GCA_001323525.1_7755_4_38,type-strain:-0775,LIN-2,TRUE
GCA_001386055.1_7755_5_55,type-strain:-0821,LIN-2,TRUE
GCA_001376775.1_6954_7_40,type-strain:-0844,LIN-2,TRUE
GCA_001378675.1_7755_5_64,type-strain:-0867,LIN-2,TRUE
GCA_001385175.1_7156_6_23,type-strain:-0890,LIN-4,TRUE
GCA_001378095.1_6954_8_49,type-strain:-0913,LIN-2,TRUE
GCA_001384895.1_7156_6_25,type-strain:-1074,LIN-4,TRUE
GCA_001382655.1_7769_7_10,type-strain:-1189,LIN-4,TRUE
GCA_001387495.1_8987_4_72,type-strain:-1373,LIN-4,TRUE
GCA_001378655.1_7769_7_45,type-strain:-1465,LIN-2,TRUE
GCA_001388135.1_8898_8_25,type-strain:-1511,LIN-4,TRUE
GCA_001378235.1_6954_8_64,type-strain:-1626,LIN-2,TRUE
GCA_001381795.1_7769_8_71,type-strain:-1695,LIN-4,TRUE
GCA_001385115.1_7769_8_87,type-strain:-1741,LIN-2,TRUE
GCA_001382615.1_7841_6_12,type-strain:-1810,LIN-2,TRUE
GCA_001381015.1_7841_6_25,type-strain:-1833,LIN-2,TRUE
GCA_001382435.1_7841_6_44,type-strain:-1879,LIN-4,TRUE
GCA_001325625.1_8898_8_58,type-strain:-2178,LIN-4,TRUE
GCA_001388735.1_8898_8_27,type-strain:-2201,LIN-4,TRUE
GCA_001387335.1_8898_8_84,type-strain:-2247,LIN-4,TRUE
GCA_001388955.1_8898_8_79,type-strain:-2316,LIN-2,TRUE
GCA_001391315.1_8939_3_17,type-strain:-2339,LIN-2,TRUE
GCA_001325045.1_8939_3_66,type-strain:-2362,LIN-2,TRUE
GCA_001389635.1_8939_3_4,type-strain:-2385,LIN-2,TRUE
GCA_001389695.1_8939_3_5,type-strain:-2408,LIN-4,TRUE
GCA_001389315.1_8939_3_71,type-strain:-2500,LIN-4,TRUE
GCA_001388255.1_8987_5_37,type-strain:-2592,LIN-2,TRUE
GCA_001318485.1_5477_8_3,U09801187,LIN-2,TRUE
GCA_001318585.1_5237_7_10,U09801472,LIN-2,TRUE
GCA_900078375.1_MHPYR_PRJEB13035_v1,UC10,NONE,FALSE
GCA_000674635.1_Myco_tube_UG-C_V1,UG-C,LIN-4,TRUE
GCA_000674655.1_Myco_tube_UG-D_V1,UG-D,LIN-3,TRUE
GCA_001414075.1_ASM141407v1,UM_11,NONE,FALSE
GCA_001414095.1_ASM141409v1,UM_3,NONE,FALSE
GCA_000455205.1_Mycobacterium_sp_UM_CSW,UM_CSW,NONE,FALSE
GCA_000972925.1_ASM97292v1,UM_Kg1,NONE,FALSE
GCA_000972915.1_ASM97291v1,UM_Kg17,NONE,FALSE
GCA_000972905.1_ASM97290v1,UM_Kg27,NONE,FALSE
GCA_000987455.1_ASM98745v1,UM_NYF,NONE,FALSE
GCA_000972935.1_ASM97293v1,UM_NZ2,NONE,FALSE
GCA_000455185.1_Mycobacterium_sp_UM_RHS,UM_RHS,NONE,FALSE
GCA_000455125.1_Mycobacterium_sp_UM_WGJ,UM_WGJ,NONE,FALSE
GCA_000455145.1_Mycobacterium_sp_UM_WWY,UM_WWY,NONE,FALSE
GCA_000313215.2_ASM31321v2,UM-1072388579,LIN-2,TRUE
GCA_001468445.1_ASM146844v1,UM-CSF01,LIN-2,TRUE
GCA_001640575.1_ASM164057v1,UM-CSF04,LIN-1,TRUE
GCA_001468545.1_ASM146854v1,UM-CSF05,LIN-2,TRUE
GCA_001640605.1_ASM164060v1,UM-CSF06,LIN-1,TRUE
GCA_001640615.1_ASM164061v1,UM-CSF08,LIN-2,TRUE
GCA_001640695.1_ASM164069v1,UM-CSF09,LIN-2,TRUE
GCA_001640705.1_ASM164070v1,UM-CSF15,LIN-4,TRUE
GCA_001640645.1_ASM164064v1,UM-CSF17,LIN-2,TRUE
GCA_900100615.1_IMG-taxon_2593339259_annotated_assembly,UNC267MFSha1.1M11,NONE,FALSE
GCA_000746215.1_ASM74621v1,UNC280MFTsu5.1,NONE,FALSE
GCA_000686745.1_ASM68674v1,UNC410CL29Cvi84,NONE,FALSE
GCA_000744355.1_ASM74435v1,UNCCL9,NONE,FALSE
GCA_000751795.1_NZ3MDR1,unid_2,LIN-3,TRUE
GCA_000751435.1_IEXDR1,unid,LIN-2,TRUE
GCA_000620625.1_ASM62062v1,URHB0044,NONE,FALSE
GCA_000426065.1_ASM42606v1,URHD0025,NONE,FALSE
GCA_000674675.1_Myco_tube_UT0001_V1,UT0001,LIN-2,TRUE
GCA_000674695.1_Myco_tube_UT0002_V1,UT0002,LIN-4,TRUE
GCA_000674715.1_Myco_tube_UT0003_V1,UT0003,LIN-4,TRUE
GCA_000674735.1_Myco_tube_UT0004_V1,UT0004,LIN-4,TRUE
GCA_000656435.1_Myco_tube_UT0006_V1,UT0006,LIN-4,TRUE
GCA_000674755.1_Myco_tube_UT0009_V1,UT0009,LIN-4,TRUE
GCA_000656455.1_Myco_tube_UT0014_V1,UT0014,LIN-3,TRUE
GCF_000674775.1_Myco_tube_UT0015_V1,UT0015,LIN-4,TRUE
GCA_000674795.1_Myco_tube_UT0016_V1,UT0016,LIN-3,TRUE
GCA_000669295.1_Myco_tube_UT0017_V1,UT0017,LIN-4,TRUE
GCA_000674815.1_Myco_tube_UT0020_V1,UT0020,LIN-4,TRUE
GCA_000674835.1_Myco_tube_UT0022_V1,UT0022,LIN-3,TRUE
GCA_000674855.1_Myco_tube_UT0024_V1,UT0024,LIN-4,TRUE
GCA_000657875.1_Myco_tube_UT0026_V1,UT0026,LIN-3,TRUE
GCA_000656475.1_Myco_tube_UT0028_V1,UT0028,LIN-3,TRUE
GCA_000668255.1_Myco_tube_UT0030_V1,UT0030,LIN-4,TRUE
GCA_000656495.1_Myco_tube_UT0032_V1,UT0032,LIN-4,TRUE
GCA_000668275.1_Myco_tube_UT0034_V1,UT0034,LIN-4,TRUE
GCA_000668295.1_Myco_tube_UT0036_V1,UT0036,LIN-4,TRUE
GCA_000668315.1_Myco_tube_UT0037_V1,UT0037,LIN-4,TRUE
GCA_000668335.1_Myco_tube_UT0038_V1,UT0038,LIN-4,TRUE
GCF_000668355.1_Myco_tube_UT0040_V1,UT0040,LIN-3,TRUE
GCF_000668375.1_Myco_tube_UT0041_V1,UT0041,LIN-4,TRUE
GCA_000658055.1_Myco_tube_UT0043_V1,UT0043,LIN-4,TRUE
GCA_000668395.1_Myco_tube_UT0044_V1,UT0044,LIN-2,TRUE
GCA_000668415.1_Myco_tube_UT0045_V1,UT0045,LIN-4,TRUE
GCA_000657895.1_Myco_tube_UT0046_V1,UT0046,LIN-1,TRUE
GCA_000658075.1_Myco_tube_UT0047_V1,UT0047,LIN-2,TRUE
GCA_000668435.1_Myco_tube_UT0048_V1,UT0048,LIN-4,TRUE
GCA_000658035.1_Myco_tube_UT0049_V1,UT0049,LIN-4,TRUE
GCF_000668455.1_Myco_tube_UT0050_V1,UT0050,LIN-2,TRUE
GCF_000668475.1_Myco_tube_UT0051_V1,UT0051,LIN-3,TRUE
GCA_000668495.1_Myco_tube_UT0052_V1,UT0052,LIN-4,TRUE
GCA_000668515.1_Myco_tube_UT0053_V1,UT0053,LIN-4,TRUE
GCA_000656515.1_Myco_tube_UT0054_V1,UT0054,LIN-2,TRUE
GCA_000668535.1_Myco_tube_UT0055_V1,UT0055,LIN-4,TRUE
GCA_000668555.1_Myco_tube_UT0056_V1,UT0056,LIN-3,TRUE
GCA_000668575.1_Myco_tube_UT0057_V1,UT0057,LIN-4,TRUE
GCA_000668595.1_Myco_tube_UT0058_V1,UT0058,LIN-3,TRUE
GCA_000668615.1_Myco_tube_UT0059_V1,UT0059,LIN-4,TRUE
GCF_000668635.1_Myco_tube_UT0060_V1,UT0060,LIN-4,TRUE
GCA_000668655.1_Myco_tube_UT0067_V1,UT0067,LIN-4,TRUE
GCA_000668675.1_Myco_tube_UT0069_V1,UT0069,LIN-3,TRUE
GCA_000668695.1_Myco_tube_UT0070_V1,UT0070,LIN-4,TRUE
GCA_000668715.1_Myco_tube_UT0071_V1,UT0071,LIN-3,TRUE
GCA_000656535.1_Myco_tube_UT0073_V1,UT0073,LIN-4,TRUE
GCA_000656555.1_Myco_tube_UT0074_V1,UT0074,LIN-4,TRUE
GCA_000657915.1_Myco_tube_UT0075_V1,UT0075,LIN-3,TRUE
GCF_000668735.1_Myco_tube_UT0077_V1,UT0077,LIN-4,TRUE
GCF_000668755.1_Myco_tube_UT0079_V1,UT0079,LIN-4,TRUE
GCA_000668775.1_Myco_tube_UT0080_V1,UT0080,LIN-4,TRUE
GCA_000668795.1_Myco_tube_UT0082_V1,UT0082,LIN-4,TRUE
GCF_000668815.1_Myco_tube_UT0083_V1,UT0083,LIN-4,TRUE
GCF_000668835.1_Myco_tube_UT0084_V1,UT0084,LIN-2,TRUE
GCA_000668855.1_Myco_tube_UT0085_V1,UT0085,LIN-2,TRUE
GCA_000668875.1_Myco_tube_UT0087_V1,UT0087,LIN-3,TRUE
GCA_000668895.1_Myco_tube_UT0088_V1,UT0088,LIN-2,TRUE
GCA_000668915.1_Myco_tube_UT0089_V1,UT0089,LIN-4,TRUE
GCF_000668935.1_Myco_tube_UT0090_V1,UT0090,LIN-4,TRUE
GCA_000668955.1_Myco_tube_UT0091_V1,UT0091,LIN-2,TRUE
GCF_000668975.1_Myco_tube_UT0092_V1,UT0092,LIN-4,TRUE
GCA_000668995.1_Myco_tube_UT0093_V1,UT0093,LIN-3,TRUE
GCA_000669015.1_Myco_tube_UT0094_V1,UT0094,LIN-4,TRUE
GCA_000669035.1_Myco_tube_UT0096_V1,UT0096,LIN-4,TRUE
GCF_000669055.1_Myco_tube_UT0097_V1,UT0097,LIN-4,TRUE
GCA_000656575.1_Myco_tube_UT0098_V1,UT0098,LIN-4,TRUE
GCA_000669075.1_Myco_tube_UT0100_V1,UT0100,LIN-4,TRUE
GCA_000656595.1_Myco_tube_UT0101_V1,UT0101,LIN-4,TRUE
GCA_000656615.1_Myco_tube_UT0103_V1,UT0103,LIN-4,TRUE
GCA_000669095.1_Myco_tube_UT0104_V1,UT0104,LIN-4,TRUE
GCF_000669115.1_Myco_tube_UT0105_V1,UT0105,LIN-2,TRUE
GCA_000669135.1_Myco_tube_UT0106_V1,UT0106,LIN-3,TRUE
GCA_000669155.1_Myco_tube_UT0110_V1,UT0110,LIN-4,TRUE
GCF_000669175.1_Myco_tube_UT0112_V1,UT0112,LIN-4,TRUE
GCA_000669195.1_Myco_tube_UT0113_V1,UT0113,LIN-4,TRUE
GCA_000669215.1_Myco_tube_UT0115_V1,UT0115,LIN-4,TRUE
GCF_000669235.1_Myco_tube_UT0116_V1,UT0116,LIN-4,TRUE
GCA_000656415.1_Myco_tube_UT0117_V1,UT0117,LIN-3,TRUE
GCA_000706465.1_Myco_tube_UT0118_V1,UT0118,LIN-3,TRUE
GCA_000656635.1_Myco_tube_UT0119_V1,UT0119,LIN-2,TRUE
GCA_000669255.1_Myco_tube_UT0123_V1,UT0123,LIN-4,TRUE
GCA_000669275.1_Myco_tube_UT0124_V1,UT0124,LIN-4,TRUE
GCF_000304555.1_Mt_UT205,UT205,LIN-4,TRUE
GCA_001593225.1_ASM159322v1,UT307,LIN-6,TRUE
