Sample_id,MixInfect,bayesian,Demixer,0,avg,long_bar,mean,,,,,,,,,,
ERR181992,Non-Mix,Non-mix,Non-Mix,medium,0.11,264,0.101926885,4.3.4.2.1,,,,,1,,,,
ERR181993,Non-mix,Non-mix,Non-Mix,medium,0.1,222,0.104860204,4.3.4.2.1,,,,,1,,,,
ERR181994,Non-Mix,Non-mix,Non-Mix,medium,0.12,291,0.087316832,3.1.1,,,,,1,,,,
ERR181995,Non-Mix,Non-mix,Non-Mix,medium,0.1,250,0.104822645,4.3.4.2.1,,,,,1,,,,
ERR181996,Non-Mix,Non-mix,Non-Mix,medium,0.1,292,0.09446987,4.3.4.1,,,,,1,,,,
ERR181997,Non-Mix,Non-mix,Non-Mix,medium,0.12,253,0.101255887,4.3.4.2.1,,,,,1,,,,
ERR181998,Non-Mix,Non-mix,Non-Mix,medium,0.09,256,0.102740709,4.3.4.2.1,,,,,1,,,,
ERR181999,Non-Mix,Non-mix,Non-Mix,medium,0.13,278,0.104409599,4.3.4.2.1,,,,,1,,,,
ERR182000,Non-Mix,Non-mix,Non-Mix,medium,0.12,294,0.080714593,4.3.4.2.1,,,,,1,,,,
ERR182001,Non-Mix,Non-mix,Non-Mix,medium,0.1,343,0.093514842,4.3.4.2.1,,,,,1,,,,
ERR182002,Non-Mix,Non-mix,Non-Mix,medium,0.09,279,0.082538377,4.3.4.2.1,,,,,1,,,,
ERR182003,Non-Mix,Non-mix,Non-Mix,medium,0.11,362,0.081034483,4.3.3,,,,,1,,,,
ERR182004,Non-Mix,Non-mix,Non-Mix,medium,0.08,304,0.084542472,4.3.4.2.1,,,,,1,,,,
ERR182005,Non-Mix,Non-mix,Mix,medium,0.12,330,0.079318182,4.3.4.1,4.3.4.2.1,,,,0.97,0.03,,,
ERR182006,Non-Mix,Non-mix,Non-Mix,medium,0.12,287,0.1,4.3.4.2.1,,,,,1,,,,
ERR182007,Non-Mix,Non-mix,Non-Mix,medium,0.1,311,0.089869619,4.3.4.2.1,,,,,1,,,,
ERR182008,Non-Mix,Non-mix,Non-Mix,medium,0.1,346,0.092873203,1.2.2,,,,,1,,,,
ERR182009,Non-Mix,Non-mix,Non-Mix,medium,0.08,313,0.081812883,1.1.3.2,,,,,1,,,,
ERR182010,Non-Mix,Non-mix,Non-Mix,medium,0.11,259,0.096591558,1.2.2.1,,,,,1,,,,
ERR182012,Non-Mix,Non-mix,Non-Mix,high,0.11,170,0.106529412,4.3.4.2.1,,,,,1,,,,
ERR182013,Non-Mix,Non-mix,Non-Mix,medium,0.12,234,0.092806299,3,,,,,1,,,,
ERR182015,Mix,Mix,Mix,high,0.11,453,0.102427184,4.3.4.2.1,4.6.1.2,,,,0.12,0.88,,,
ERR182016,Non-Mix,Non-mix,Non-Mix,medium,0.1,232,0.101019868,4.3.4.2.1,,,,,1,,,,
ERR182017,Non-Mix,Non-mix,Non-Mix,medium,0.11,276,0.100550041,1.1.2,,,,,1,,,,
ERR182018,Non-Mix,Non-mix,Non-Mix,medium,0.12,237,0.111060481,4.6.1.2,,,,,1,,,,
ERR182019,Non-Mix,Non-mix,Non-Mix,high,0.14,206,0.097829037,4.3.4.2.1,,,,,1,,,,
ERR182020,Non-mix,Non-mix,Non-Mix,high,0.11,185,0.121426581,4.3.4.2.1,,,,,1,,,,
ERR182021,Non-mix,Non-mix,Non-Mix,medium,0.12,229,0.11,4.3.4.2.1,,,,,1,,,,
ERR182022,Non-Mix,Non-mix,Non-Mix,high,0.12,200,0.102484848,4.3.4.2.1,,,,,1,,,,
ERR182023,Non-Mix,Non-mix,Non-Mix,medium,0.1,274,0.098943396,4.3.4.2.1,,,,,1,,,,
ERR182024,Non-Mix,Non-mix,Non-Mix,medium,0.09,319,0.085761589,1.1.3.2,,,,,1,,,,
ERR182025,Non-Mix,Non-mix,Non-Mix,medium,0.09,338,0.081869523,4.6.1.1,,,,,1,,,,
ERR182026,Mix,Mix,Mix,high,0.14,621,0.092162698,1.1.3.2,4.1.2,,,,0.89,0.11,,,
ERR182027,Mix,Mix,Mix,high,0.1,594,0.082727273,4.1.2,4.3.4.2.1,,,,0.91,0.09,,,
ERR182028,Non-Mix,Non-mix,Non-Mix,medium,0.11,230,0.099149798,4.3.4.2.1,,,,,1,,,,
ERR182029,Non-Mix,Non-mix,Non-Mix,medium,0.11,250,0.098458418,4.3.4.2.1,,,,,1,,,,
ERR182030,Non-Mix,Non-mix,Non-Mix,medium,0.1,289,0.09512952,4.3.4.2.1,,,,,1,,,,
ERR182031,Non-Mix,Non-mix,Non-Mix,medium,0.12,285,0.086663885,4.1.2,,,,,1,,,,
ERR182032,Non-Mix,Non-mix,Non-Mix,medium,0.12,264,0.094164957,3,,,,,1,,,,
ERR182033,Non-Mix,Non-mix,Non-Mix,medium,0.11,235,0.110246807,4.3.4.2.1,,,,,1,,,,
ERR182034,Non-Mix,Non-mix,Non-Mix,medium,0.12,271,0.096436259,4.3.4.2.1,,,,,1,,,,
ERR182035,Non-Mix,Non-mix,Mix,medium,0.1,258,0.095156032,4.3.2.1,4.3.3,4.3.4.1,,,0.07,0.89,0.04,,
ERR182036,Non-Mix,Non-mix,Mix,medium,0.11,235,0.100560224,4.3.4.2.1,4.6,,,,0.99,0.01,,,
ERR182037,Non-Mix,Non-mix,Non-Mix,medium,0.1,239,0.099614035,4.3.4.2.1,,,,,1,,,,
ERR182038,Non-Mix,Non-mix,Non-Mix,medium,0.11,261,0.102385432,4.3.4.2.1,,,,,1,,,,
ERR182039,Non-Mix,Non-mix,Non-Mix,medium,0.12,228,0.104158266,4.3.4.2.1,,,,,1,,,,
ERR182040,Non-Mix,Non-mix,Non-Mix,medium,0.1,249,0.111003924,4.6.1.1,,,,,1,,,,
ERR182041,Mix,Mix,Mix,high,0.1,383,0.092281879,4.3.4.2.1,4.6.1.1,,,,0.03,0.97,,,
ERR182042,Non-Mix,Non-mix,Non-Mix,medium,0.1,330,0.078338789,1.1.3.2,,,,,1,,,,
ERR182043,Non-Mix,Non-mix,Non-Mix,medium,0.11,249,0.097890909,4.1.2,,,,,1,,,,
ERR182044,Non-mix,Non-mix,Non-Mix,medium,0.12,226,0.088936652,3.1.1,,,,,1,,,,
ERR182045,Non-Mix,Non-mix,Non-Mix,medium,0.11,231,0.102374345,4.3.4.1,,,,,1,,,,
ERR182046,Non-Mix,Non-mix,Non-Mix,high,0.12,203,0.099604743,4.3.4.2.1,,,,,1,,,,
ERR182047,Non-Mix,Non-mix,Non-Mix,medium,0.11,289,0.091726034,4.3.4.2.1,,,,,1,,,,
ERR182048,Non-Mix,Non-mix,Non-Mix,medium,0.11,230,0.105326954,4,,,,,1,,,,
ERR182049,Mix,Mix,Mix,medium,0.1,260,0.11042024,4.3.4.1,4.3.4.2.1,,,,0.99,0.01,,,
ERR182050,Non-Mix,Non-mix,Non-Mix,medium,0.11,221,0.09974359,4,,,,,1,,,,
ERR182051,Non-Mix,Non-mix,Non-Mix,medium,0.1,239,0.095509434,4,,,,,1,,,,
ERR182052,Non-Mix,Non-mix,Non-Mix,medium,0.11,245,0.097548387,4.3.4.1,,,,,1,,,,
ERR182053,Non-Mix,Non-mix,Non-Mix,high,0.12,215,0.104224107,4.3.4.2.1,,,,,1,,,,
ERR182055,Non-Mix,Non-mix,Non-Mix,medium,0.1,296,0.080233481,4.1.1.3,,,,,1,,,,
ERR182056,Non-mix,Non-mix,Mix,medium,0.12,257,0.099923077,4.3.4.2.1,4.6,,,,0.99,0.01,,,
ERR182057,Non-Mix,Non-mix,Non-Mix,medium,0.11,259,0.100833768,4.6.1.1,,,,,1,,,,
ERR190328,Non-Mix,Non-mix,Non-Mix,medium,0.08,344,0.064583333,4.3.4.2.1,,,,,1,,,,
ERR190329,Non-Mix,Non-mix,Non-Mix,medium,0.09,232,0.086829502,4,,,,,1,,,,
ERR190330,Non-Mix,Non-mix,Non-Mix,medium,0.05,371,0.05559755,4.3.4.2.1,,,,,1,,,,
ERR190331,Non-Mix,Non-mix,Non-Mix,medium,0.08,237,0.090063175,4.3.4.2.1,,,,,1,,,,
ERR190332,Non-mix,Non-mix,Non-Mix,high,0.13,139,0.132792208,4.3.4.1,,,,,1,,,,
ERR190333,Non-Mix,Non-mix,Non-Mix,medium,0.08,287,0.082781162,3.1.1,,,,,1,,,,
ERR190335,Non-Mix,Non-mix,Non-Mix,medium,0.09,287,0.084266793,4.3.4.2.1,,,,,1,,,,
ERR190336,Non-Mix,Non-mix,Non-Mix,medium,0.05,342,0.058535354,1.2.2.1,,,,,1,,,,
ERR190337,Non-Mix,Non-mix,Non-Mix,medium,0.09,251,0.073024933,1.2.2.1,,,,,1,,,,
ERR190338,Non-Mix,Non-mix,Non-Mix,medium,0.08,326,0.080149051,4.3.4.2.1,,,,,1,,,,
ERR190339,Non-Mix,Non-mix,Non-Mix,high,0.18,22,0.25590609,4.3.4.2.1,,,,,1,,,,
ERR190340,Mix,Mix,Mix,low,0.35,88,0.382758621,3.1.1,4.9.1,,,,0.69,0.31,,,
ERR190341,Non-Mix,Non-mix,Non-Mix,medium,0.08,370,0.071840796,3.1.1,,,,,1,,,,
ERR190342,Mix,Mix,Mix,high,0.07,431,0.06551145,3,4.3.4.2.1,_,,,0.01,0.96,0.03,,
ERR190343,Mix,Mix,Mix,medium,0.07,357,0.084394904,3,4.3.4.2.1,_,,,0.67,0.29,0.04,,
ERR190344,Non-Mix,Non-mix,Non-Mix,medium,0.09,279,0.076574569,1.1.3.2,,,,,1,,,,
ERR190345,Non-Mix,Non-mix,Non-Mix,medium,0.11,239,0.089772727,1.1.3.2,,,,,1,,,,
ERR190346,Non-Mix,Non-mix,Non-Mix,medium,0.09,227,0.082575758,4.3.2.1,,,,,1,,,,
ERR190347,Non-Mix,Non-mix,Non-Mix,medium,0.09,234,0.072719304,3.1.1,,,,,1,,,,
ERR190348,Non-Mix,Non-mix,Non-Mix,medium,0.09,326,0.071032821,4.3.4.2.1,,,,,1,,,,
ERR190349,Non-Mix,Non-mix,Non-Mix,low,0.04,421,0.050773994,1.1.3.2,,,,,1,,,,
ERR190350,Non-mix,Non-mix,Non-Mix,medium,0.06,353,0.055404756,4.3.4.2.1,,,,,1,,,,
ERR190351,Non-Mix,Non-mix,Non-Mix,medium,0.1,299,0.092050575,4.3.4.2.1,,,,,1,,,,
ERR190352,Non-Mix,Non-mix,Non-Mix,medium,0.07,322,0.076119403,4.3.4.2.1,,,,,1,,,,
ERR190353,Non-Mix,Non-mix,Non-Mix,medium,0.05,357,0.055227046,1.1.2,,,,,1,,,,
ERR190354,Non-Mix,Non-mix,Non-Mix,medium,0.1,236,0.091393849,4.3.4.2.1,,,,,1,,,,
ERR190355,Non-Mix,Non-mix,Non-Mix,medium,0.08,287,0.088005865,4.6,,,,,1,,,,
ERR190356,Non-Mix,Non-mix,Non-Mix,medium,0.1,275,0.084396232,4.3.4.2.1,,,,,1,,,,
ERR190357,Non-mix,Non-mix,Non-Mix,medium,0.07,357,0.075714286,3.1.1,,,,,1,,,,
ERR190358,Non-Mix,Non-mix,Non-Mix,medium,0.06,363,0.048681319,4.1.2,,,,,1,,,,
ERR190359,Non-Mix,Non-mix,Non-Mix,medium,0.08,307,0.06624424,4.3.4.2.1,,,,,1,,,,
ERR190360,Non-Mix,Non-mix,Non-Mix,medium,0.09,265,0.072454745,4.3.4.1,,,,,1,,,,
ERR190361,Non-Mix,Non-mix,Non-Mix,medium,0.08,314,0.082490306,1.2.2,,,,,1,,,,
ERR190362,Non-Mix,Non-mix,Non-Mix,medium,0.1,292,0.077871908,4.3.4.2.1,,,,,1,,,,
ERR190363,Non-Mix,Non-mix,Non-Mix,medium,0.08,268,0.071678867,2.2.1,,,,,1,,,,
ERR190364,Non-Mix,Non-mix,Non-Mix,medium,0.06,271,0.074508131,4.3.4.2.1,,,,,1,,,,
ERR190365,Non-Mix,Non-mix,Non-Mix,medium,0.09,260,0.080339806,1.1.2,,,,,1,,,,
ERR190366,Non-Mix,Non-mix,Non-Mix,medium,0.08,325,0.081001318,4.1.2,,,,,1,,,,
ERR190368,Non-Mix,Non-mix,Non-Mix,medium,0.08,309,0.082840909,2.2.1,,,,,1,,,,
ERR190369,Non-Mix,Non-mix,Non-Mix,medium,0.08,261,0.074853801,2.2.1,,,,,1,,,,
ERR190370,Non-Mix,Non-mix,Non-Mix,medium,0.09,269,0.078538603,4.3.4.2.1,,,,,1,,,,
ERR190371,Non-Mix,Non-mix,Mix,medium,0.07,297,0.065589908,3.1.1,4.3.4.2.1,,,,0.01,0.99,,,
ERR190372,Non-Mix,Non-mix,Non-Mix,medium,0.1,270,0.088612237,3.1.1,,,,,1,,,,
ERR190373,Non-Mix,Non-mix,Non-Mix,medium,0.09,287,0.085230592,4.3.3,,,,,1,,,,
ERR190374,Non-Mix,Non-mix,Non-Mix,medium,0.08,322,0.068156336,4.3.4.2.1,,,,,1,,,,
ERR190375,Non-Mix,Non-mix,Non-Mix,medium,0.06,298,0.062527701,4.8,,,,,1,,,,
ERR190376,Non-Mix,Non-mix,Non-Mix,medium,0.09,323,0.062421053,4.8,,,,,1,,,,
ERR190377,Non-Mix,Non-mix,Non-Mix,low,0.07,399,0.065776106,1.1.3,,,,,1,,,,
ERR190378,Non-Mix,Non-mix,Non-Mix,medium,0.08,362,0.073877785,2.2.1,,,,,1,,,,
ERR190379,Mix,Mix,Mix,high,0.08,415,0.17263289,1.1.2,4.3.4.2.1,,,,0.83,0.17,,,
ERR190381,Non-Mix,Non-mix,Non-Mix,medium,0.08,255,0.082157994,4.9.1,,,,,1,,,,
ERR190382,Non-Mix,Non-mix,Non-Mix,medium,0.06,351,0.072031181,1.1.3.2,,,,,1,,,,
ERR190383,Non-Mix,Non-mix,Non-Mix,medium,0.07,281,0.065979673,4.3.4.2.1,,,,,1,,,,
ERR190384,Non-Mix,Non-mix,Non-Mix,medium,0.08,298,0.08175,4.3.4.2.1,,,,,1,,,,
ERR190385,Non-Mix,Non-mix,Non-Mix,medium,0.09,327,0.078571429,4.1,,,,,1,,,,
ERR190386,Non-Mix,Non-mix,Non-Mix,medium,0.08,323,0.07289916,2.2.1,,,,,1,,,,
ERR190387,Non-Mix,Non-mix,Mix,high,0.07,383,0.050878266,4.3.4.2.1,_,,,,0.96,0.04,,,
ERR190388,Mix,Mix,Non-Mix,high,0.23,29,0.211627907,4,,,,,1,,,,
ERR190389,Non-Mix,Non-mix,Non-Mix,medium,0.08,300,0.082467672,1.2.2,,,,,1,,,,
ERR190390,Non-Mix,Non-mix,Non-Mix,medium,0.08,360,0.067475947,4.3.4.2.1,,,,,1,,,,
ERR190391,Non-Mix,Non-mix,Non-Mix,low,0.08,440,0.05582554,3,,,,,1,,,,
ERR190392,Non-Mix,Non-mix,Non-Mix,medium,0.08,331,0.077193323,4.9.1,,,,,1,,,,
ERR190393,Non-Mix,Non-mix,Non-Mix,medium,0.08,340,0.056164981,4.3.4.2.1,,,,,1,,,,
ERR190394,Non-Mix,Non-mix,Non-Mix,medium,0.1,270,0.090312283,3,,,,,1,,,,
ERR190395,Non-Mix,Non-mix,Non-Mix,low,0.07,377,0.059077196,4.1.2,,,,,1,,,,
ERR190396,Non-Mix,Non-mix,Non-Mix,medium,0.1,258,0.086680097,4.9.1,,,,,1,,,,
ERR190397,Non-Mix,Non-mix,Non-Mix,medium,0.11,276,0.090195,4.1,,,,,1,,,,
ERR190398,Non-Mix,Non-mix,Non-Mix,medium,0.08,275,0.068296524,4.3.4.2.1,,,,,1,,,,
ERR190399,Non-Mix,Non-mix,Non-Mix,medium,0.07,339,0.057034538,4.3.4.2.1,,,,,1,,,,
ERR190400,Non-Mix,Non-mix,Non-Mix,medium,0.08,304,0.067096356,4.3.4.2.1,,,,,1,,,,
ERR190401,Non-Mix,Non-mix,Non-Mix,medium,0.08,271,0.081501832,2.2.1,,,,,1,,,,
ERR190402,Non-Mix,Non-mix,Non-Mix,medium,0.07,334,0.076527313,3,,,,,1,,,,
ERR190403,Non-Mix,Non-mix,Non-Mix,medium,0.07,371,0.072571637,1.1.3.2,,,,,1,,,,
ERR190404,Non-Mix,Non-mix,Non-Mix,medium,0.1,293,0.085861486,3.1.1,,,,,1,,,,
ERR190405,Non-Mix,Non-mix,Non-Mix,medium,0.09,234,0.094915826,4.3.4.1,,,,,1,,,,
ERR190406,Non-Mix,Non-mix,Non-Mix,medium,0.06,362,0.06892884,4.3.4.2.1,,,,,1,,,,
ERR190407,Non-Mix,Non-mix,Non-Mix,low,0.04,470,0.047367548,3.1.1,,,,,1,,,,
ERR190408,Non-Mix,Non-mix,Non-Mix,medium,0.08,360,0.072692921,3.1.1,,,,,1,,,,
ERR190409,Non-Mix,Non-mix,Non-Mix,high,0.1,212,0.095223421,4.3.4.2.1,,,,,1,,,,
ERR190410,Non-Mix,Non-mix,Non-Mix,medium,0.09,234,0.097934363,4.4.1.1,,,,,1,,,,
ERR211990,Mix,Mix,Mix,low,0.12,199,0.11564513,4.4.1.1,4.4.1.2,4.6,,,0.5,0.49,0.01,,
ERR211991,Non-mix,Non-mix,Non-Mix,medium,0.11,322,0.080508475,1.1.2,,,,,1,,,,
ERR211992,Non-mix,Non-mix,Non-Mix,medium,0.1,289,0.086623377,4.4.1.1,,,,,1,,,,
ERR211993,Non-Mix,Non-mix,Non-Mix,medium,0.09,356,0.080344379,4.3.4.2.1,,,,,1,,,,
ERR211994,Non-Mix,Non-mix,Non-Mix,medium,0.08,365,0.08400314,4,,,,,1,,,,
ERR211995,Non-Mix,Non-mix,Non-Mix,medium,0.11,227,0.097302632,4.8,,,,,1,,,,
ERR211996,Non-Mix,Non-mix,Non-Mix,medium,0.09,363,0.085097598,4.3.4.2.1,,,,,1,,,,
ERR211997,Non-Mix,Non-mix,Non-Mix,high,0.13,198,0.105269608,3.1.1,,,,,1,,,,
ERR211998,Non-Mix,Non-mix,Non-Mix,medium,0.1,352,0.084389759,4.3.3,,,,,1,,,,
ERR211999,Non-Mix,Non-mix,Non-Mix,high,0.13,178,0.12012987,4.3.4.2.1,,,,,1,,,,
ERR212000,Non-mix,Non-mix,Non-Mix,medium,0.1,288,0.093464286,4.2.2.2,,,,,1,,,,
ERR212002,Mix,Mix,Mix,high,0.11,509,0.098415823,3.1.1,4.3.4.2.1,,,,0.9,0.1,,,
ERR212004,Mix,Mix,Mix,high,0.12,543,0.092902542,1.2.2,3.1.1,4.4.1.1,,,0.96,0.02,0.02,,
ERR212006,Non-Mix,Non-mix,Non-Mix,high,0.12,161,0.119592236,4.3.4.2.1,,,,,1,,,,
ERR212008,Non-Mix,Non-mix,Non-Mix,high,0.14,129,0.119117647,4.3.4.2.1,,,,,1,,,,
ERR212009,Non-Mix,Non-mix,Non-Mix,high,0.17,121,0.106122004,4.3.4.2.1,,,,,1,,,,
ERR212010,Non-Mix,Non-mix,Non-Mix,high,0.12,128,0.101693601,4.3.4.2.1,,,,,1,,,,
ERR212011,Non-Mix,Non-mix,Non-Mix,medium,0.1,320,0.091359426,4.1.1.3,,,,,1,,,,
ERR212012,Non-Mix,Non-mix,Non-Mix,high,0.12,193,0.115324127,4.3.4.2.1,,,,,1,,,,
ERR212013,Non-Mix,Non-mix,Non-Mix,high,0.12,167,0.121052632,2.2.1,,,,,1,,,,
ERR212014,Non-Mix,Non-mix,Non-Mix,high,0.15,153,0.131229947,2.2.1,,,,,1,,,,
ERR212015,Non-Mix,Non-mix,Non-Mix,high,0.17,45,0.154296296,4.8,,,,,1,,,,
ERR212016,Non-Mix,Non-mix,Non-Mix,high,0.16,89,0.158769787,4.3.4.2.1,,,,,1,,,,
ERR212017,Non-mix,Non-mix,Non-Mix,medium,0.1,274,0.086053194,3.1.1,,,,,1,,,,
ERR212019,Non-Mix,Non-mix,Non-Mix,high,0.16,85,0.131868132,4.3.4.2.1,,,,,1,,,,
ERR212020,Non-Mix,Non-mix,Non-Mix,high,0.12,150,0.111122661,4.8,,,,,1,,,,
ERR212021,Non-Mix,Non-mix,Non-Mix,high,0.13,186,0.11377025,4.3.3,,,,,1,,,,
ERR212022,Non-Mix,Non-mix,Non-Mix,high,0.12,176,0.122413793,1.1.2,,,,,1,,,,
ERR212023,Non-Mix,Non-mix,Non-Mix,medium,0.09,229,0.10025,4.3.4.2.1,,,,,1,,,,
ERR212025,Non-mix,Non-mix,Non-Mix,medium,0.08,317,0.080113742,4,,,,,1,,,,
ERR212027,Non-Mix,Non-mix,Non-Mix,high,0.16,136,0.147863248,3.1.1,,,,,1,,,,
ERR212028,Non-Mix,Non-mix,Non-Mix,high,0.15,102,0.112954699,4.3.4.1,,,,,1,,,,
ERR212029,Non-Mix,Non-mix,Non-Mix,high,0.12,135,0.12469271,3.1.1,,,,,1,,,,
ERR212031,Non-Mix,Non-mix,Non-Mix,high,0.12,197,0.114948454,3.1.1,,,,,1,,,,
ERR212032,Non-Mix,Non-mix,Non-Mix,medium,0.07,297,0.079049236,4.3.4.2.1,,,,,1,,,,
ERR212035,Non-Mix,Non-mix,Non-Mix,high,0.19,50,0.161911765,4.3.4.2.1,,,,,1,,,,
ERR212036,Non-Mix,Non-mix,Non-Mix,high,0.17,81,0.141034156,4.8,,,,,1,,,,
ERR212037,Non-Mix,Non-mix,Non-Mix,medium,0.07,357,0.070234465,2.2.1,,,,,1,,,,
ERR212038,Non-Mix,Non-mix,Non-Mix,high,0.12,209,0.117924024,1.1.3.2,,,,,1,,,,
ERR212039,Non-Mix,Non-mix,Non-Mix,low,0.08,385,0.067592314,4.3.4.2.1,,,,,1,,,,
ERR212040,Non-Mix,Non-mix,Non-Mix,high,0.12,207,0.119230769,4.3.4.2.1,,,,,1,,,,
ERR212041,Mix,Mix,Non-Mix,high,0.15,123,0.125602837,4.3.4.2.1,,,,,1,,,,
ERR212042,Non-mix,Non-mix,Non-Mix,high,0.26,12,0.208823529,3.1.1,,,,,1,,,,
ERR212043,Non-Mix,Non-mix,Non-Mix,high,0.12,174,0.12454955,4.3.4.2.1,,,,,1,,,,
ERR212044,Non-Mix,Non-mix,Non-Mix,high,0.13,202,0.123648649,4.3.3,,,,,1,,,,
ERR212045,Non-Mix,Non-mix,Non-Mix,medium,0.1,343,0.079259092,4.3.4.2.1,,,,,1,,,,
ERR212046,Non-Mix,Non-mix,Non-Mix,medium,0.07,355,0.063811702,4.8,,,,,1,,,,
ERR212047,Non-Mix,Non-mix,Non-Mix,high,0.12,127,0.114360639,4.8,,,,,1,,,,
ERR212048,Non-Mix,Non-mix,Non-Mix,high,0.15,153,0.108064516,1.1.3.2,,,,,1,,,,
ERR212049,Non-Mix,Non-mix,Non-Mix,medium,0.1,353,0.080198577,4.3.4.1,,,,,1,,,,
ERR212050,Non-Mix,Non-mix,Non-Mix,high,0.16,105,0.120786517,4.1.1.3,,,,,1,,,,
ERR212051,Non-Mix,Non-mix,Non-Mix,medium,0.1,229,0.100448179,4.1.1.3,,,,,1,,,,
ERR212052,Non-Mix,Non-mix,Non-Mix,medium,0.11,323,0.084754376,bov,,,,,1,,,,
ERR212055,Non-Mix,Non-mix,Non-Mix,medium,0.07,344,0.068433269,4.3.4.2.1,,,,,1,,,,
ERR212056,Non-Mix,Non-mix,Non-Mix,high,0.12,147,0.132591486,4.3.4.2.1,,,,,1,,,,
ERR212057,Non-Mix,Non-mix,Non-Mix,medium,0.08,335,0.08573545,4.3.4.2.1,,,,,1,,,,
ERR212058,Mix,Mix,Mix,low,0.12,190,0.117290601,3.1.1,4.6,,,,0.99,0.01,,,
ERR212059,Mix,Mix,Mix,medium,0.13,324,0.121579832,3.1.1,4.1.2,,,,0.06,0.94,,,
ERR212060,Non-Mix,Non-mix,Non-Mix,medium,0.08,344,0.0828125,4.3.4.2.1,,,,,1,,,,
ERR212061,Non-mix,Non-mix,Non-Mix,high,0.11,211,0.101268834,4.3.4.2.1,,,,,1,,,,
ERR212063,Non-mix,Non-mix,Non-Mix,medium,0.09,369,0.083159074,4.3.4.2.1,,,,,1,,,,
ERR212064,Non-Mix,Non-mix,Non-Mix,high,0.12,181,0.118735685,4.3.4.2.1,,,,,1,,,,
ERR212065,Non-mix,Non-mix,Non-Mix,low,0.09,384,0.0812954,4.3.4.2.1,,,,,1,,,,
ERR212066,Non-Mix,Non-mix,Non-Mix,medium,0.08,276,0.097619048,1.1.3.2,,,,,1,,,,
ERR212067,Non-mix,Non-mix,Non-Mix,high,0.12,155,0.127775433,1.1.3.2,,,,,1,,,,
ERR212069,Mix,Mix,Mix,high,0.07,521,0.067301464,1.2.2,4.3.4.2.1,,,,0.98,0.02,,,
ERR212071,Non-Mix,Non-mix,Non-Mix,medium,0.12,229,0.106360527,4.3.4.2.1,,,,,1,,,,
ERR212072,Non-Mix,Non-mix,Non-Mix,medium,0.07,330,0.081403212,4.3.4.2.1,,,,,1,,,,
ERR212073,Non-Mix,Non-mix,Non-Mix,low,0.08,402,0.068234671,1.1.3.2,,,,,1,,,,
ERR212075,Non-mix,Non-mix,Non-Mix,medium,0.11,363,0.074561404,4.3.4.2.1,,,,,1,,,,
ERR212077,Non-Mix,Non-mix,Non-Mix,low,0.06,373,0.082163703,4.3.4.2.1,,,,,1,,,,
ERR212079,Non-Mix,Non-mix,Non-Mix,medium,0.11,244,0.104681873,1.1.3.2,,,,,1,,,,
ERR212080,Non-Mix,Non-mix,Non-Mix,high,0.14,132,0.11031746,4.3.4.2.1,,,,,1,,,,
ERR212081,Non-Mix,Non-mix,Non-Mix,high,0.1,205,0.113529412,2.2.1,,,,,1,,,,
ERR212082,Non-mix,Non-mix,Non-Mix,high,0.18,51,0.184126984,4.9.1,,,,,1,,,,
ERR212083,Non-Mix,Non-mix,Non-Mix,medium,0.1,273,0.10364539,4.3.4.2.1,,,,,1,,,,
ERR212084,Non-Mix,Non-mix,Non-Mix,medium,0.11,230,0.116181759,1.2.2.1,,,,,1,,,,
ERR212085,Non-Mix,Non-mix,Non-Mix,medium,0.11,255,0.10523532,4.3.4.2.1,,,,,1,,,,
ERR212086,Mix,Mix,Mix,high,0.06,463,0.07763097,4.3.2.1,4.3.4.2.1,4.4.1.1,,,0.98,0.01,0.01,,
ERR212087,Non-Mix,Non-mix,Non-Mix,medium,0.1,272,0.086758424,4.3.4.2.1,,,,,1,,,,
ERR212088,Non-Mix,Non-mix,Non-Mix,low,0.06,418,0.071283784,1.1.2,,,,,1,,,,
ERR212089,Non-Mix,Non-mix,Non-Mix,low,0.09,445,0.075405044,1.2.2,,,,,1,,,,
ERR212090,Non-mix,Non-mix,Non-Mix,low,0.04,564,0.049521938,1.2.2.1,,,,,1,,,,
ERR212091,Non-Mix,Non-mix,Non-Mix,low,0.09,393,0.086734694,bov,,,,,1,,,,
ERR212092,Non-Mix,Non-mix,Mix,high,0.06,435,0.066007194,4.1.1.3,4.3.4.2.1,,,,0.99,0.01,,,
ERR212093,Non-Mix,Non-mix,Non-Mix,low,0.04,466,0.048789309,1.2.2,,,,,1,,,,
ERR212094,Non-Mix,Non-mix,Non-Mix,medium,0.1,324,0.085393258,1.1.2,,,,,1,,,,
ERR212095,Non-Mix,Non-mix,Non-Mix,low,0.06,405,0.073497854,4.1.1.3,,,,,1,,,,
ERR212096,Non-Mix,Non-mix,Non-Mix,medium,0.09,369,0.090298507,1.2.2.1,,,,,1,,,,
ERR212097,Non-Mix,Non-mix,Non-Mix,low,0.09,438,0.078272251,1.2.2.1,,,,,1,,,,
ERR212098,Mix,Mix,Mix,high,0.12,780,0.119095279,1.1.2,2.2.1,,,,0.22,0.78,,,
ERR212099,Non-Mix,Non-mix,Non-Mix,low,0.07,461,0.071723502,4.1.1.3,,,,,1,,,,
ERR212100,Mix,Mix,Mix,high,0.06,754,0.072783738,1.2.2.1,3.1.1,4.1.1.3,4.3.2.1,,0.9,0.01,0.06,0.03,
